,HAR,HAR-SVR1,HAR-SVR2,HAR-SVR3,HAR,HAR-SVR1,HAR-SVR2,HAR-SVR3,HAR,HAR-SVR1,HAR-SVR2,HAR-SVR3,HAR,HAR-SVR1,HAR-SVR2,HAR-SVR3
2010-11-05,0.8529223174290959,2.9256120243907797,0.8255677681230559,1.7100061228145702,0.8260471871259137,1.162998313288828,0.8266384806565329,2.063524194812044,0.6136522025876291,1.0453879402434034,0.6252046677033741,1.4238201345724142,-0.20984797354358292,2.8741130473386995,0.7044555061488358,1.6305978740674787
2010-11-08,0.997756077919902,3.0687737216764845,1.023333031263118,1.8777727706546181,1.114094493110003,0.5316605503852811,1.2831619321510885,2.799924284623379,0.5784645369162147,2.130322630547953,0.6120361700594569,1.116003778511367,-0.07540271862269644,0.8911407890108431,0.7585337226820709,0.5321064948150337
2010-11-09,0.9487345611434508,0.6082809437198722,1.0503623158165452,3.0261695261562114,1.1142272060204703,3.1615199284106774,1.2189803048083783,0.7650920483801493,0.5564840765677738,2.111053095764099,0.5632486413621839,2.111053095764099,-0.016904370913673906,1.0358646968396399,0.7805560295984202,3.062570171849117
2010-11-10,0.9571883041210129,0.9973222064691551,1.018997788187012,3.034733552666636,1.0840275981549294,3.1248288475657624,1.2311738278101,1.8834544331828318,0.5409989526675429,0.7176022818313272,0.58393191502895,1.1002520235870303,-0.05228652811234442,1.1115243066911362,0.7147692964474255,2.5522051628647104
2010-11-11,0.8651999359008266,1.6861214156623312,0.8797418722192587,2.9497559965788747,1.0477053781637833,2.9329159965429636,1.086187167243993,3.1050316942927525,0.5303287573238485,2.080582014301273,0.5792274267604545,1.317758271842214,-0.046689277605708325,2.8987667537895874,0.7418625141219537,1.8152050336671337
2010-11-12,0.7018856371644581,0.9356699731550512,0.7454567129117003,0.8392625314071236,0.9340371344643607,2.9986413973074306,0.9632711180131985,1.0410964958689957,0.5672155147816897,2.1133614818677593,0.5841312253716378,1.2367911136510927,-0.009722634489986814,1.8452467493655473,0.769144962218483,1.327617560389628
2010-11-15,0.6874722014349537,2.7670150303874252,0.7728748087800741,2.6366090726626945,0.872761237393879,2.934037815125069,0.8743507605526848,1.0995530706480428,0.54302964753467,1.0305194753585767,0.5927421446620845,1.10151208696306,-0.04788608057298705,2.377869418684239,0.7746613566426134,0.44967301789666386
2010-11-16,0.6765726419898932,0.9990784277589645,0.6882733731990052,1.407410946664539,0.8205875559898455,2.877462427312195,0.8875256594521632,1.2979479485137275,0.5550214309625804,1.661151626277312,0.5663753820028998,1.0776123856318653,-0.040605333776787836,1.6464201497451214,0.8872147091248115,1.8987650950143071
2010-11-17,0.7040922117247314,1.994203260471817,0.7844885724094017,0.9131554986333805,0.8551944819565974,0.8804338930316559,0.8938699474995461,2.9092011322934948,0.6662362148523061,0.8132159399892821,0.9673892084009943,1.2254741356126064,0.03686033946387371,1.9906031100169945,0.8205178875557488,2.235001776036311
2010-11-18,0.7792682742715243,1.331998562290241,0.9989505516936641,2.2549773495748586,0.8536158114439052,2.9069545322901016,0.8656914371148852,1.506549939068045,0.632669105512622,2.1635089140904196,0.6745993507282467,0.7334605411403864,-0.03207158525026962,1.778917710456886,0.6699429949766736,3.048742595448002
2010-11-19,0.7833557967246436,1.3015379742902748,0.7922626646813362,2.7421726007885083,0.8429584116366388,1.1310828770388437,0.867699449399037,0.9015630200399689,0.6144873702241097,1.1705638863740107,0.6169949206789227,0.7055274804627752,-0.08708877355160483,1.024952261341386,0.7643254692658825,1.90573501784814
2010-11-22,0.7997054746781275,2.687421301577535,0.8553081394612412,2.865678968629422,0.9477020243567593,2.9949589223655537,0.9657371553127607,2.9949589223655537,0.4933393233145935,2.639529344432222,0.5767851920564155,2.981612042534077,-0.08459372239175131,3.0287013812573074,0.725998399089298,3.0287013812573074
2010-11-24,0.8209815903009067,1.3450371360765077,0.8974730792258904,1.2532427289818,0.9484340429473334,0.04914673034615402,0.9630954275796454,1.9146483330149033,0.882721939110829,2.425023315785752,0.9273624684930912,1.4445333416336978,0.15496928276601385,2.720758892186108,1.0105125065828309,3.2524598609062085
2010-11-25,1.0070851618520504,1.8840885944345809,1.1354309649170569,0.24250431778052473,0.9458340716249193,1.5134011094649793,0.9556978551709902,-0.11600946558506786,0.7370913635118963,2.079529468486108,0.739249213698547,1.1001956571130083,-0.045167970137188415,0.9502245250139035,0.6561629918817455,2.943566511422332
2010-11-26,1.0292526210283848,3.104737392054594,1.0987646320733582,3.104737392054594,1.0052396225158498,0.8674562705205019,1.1734302438934723,0.5485529768033793,0.7266469559091161,1.0474150079987923,0.7441343238608604,2.0943306832113,-0.020606581970008447,0.7806610391024299,0.664535239044091,0.8461161262904168
2010-11-29,0.9418891134279018,2.2460366846385087,1.0334215712387715,3.0229360273210086,0.9269424770109502,0.8549019092956668,0.9341373217387355,2.0628647735493497,0.7228038336072381,1.8359287102855641,0.8726353942603085,2.332678462411894,-0.037826371783211396,3.085002136580412,0.7115445297143429,0.8395081524005464
2010-11-30,0.9121712837943237,0.4146009081805041,0.9751536704306569,1.9124945440831214,0.9060735128678575,1.6175931777552979,0.9148779442953252,2.979518876405182,0.7636196581452311,0.6402349650414286,0.8412600161124419,2.360321337827387,-0.01480154608551083,1.2124133687962675,0.7173212374932896,0.39525496102638574
2010-12-01,0.7050589486942659,1.2640757841786199,0.7140752943026807,1.6123792071972902,0.8780717747759726,1.1346014662155455,0.8845057075951321,1.5997093610792732,0.6037964147336402,1.8602726614419058,0.6191304693823159,2.1112896066346916,-0.012588975679344755,3.1431431367443308,0.7098785453894932,3.1431431367443308
2010-12-02,0.6832694379925228,1.7800687728725348,0.7502457312923654,2.79261079659209,0.7933714710977064,0.608933700452853,0.79473219921026,2.874997665573482,0.5890193470485442,0.983507251865319,0.6168441912303283,1.290421369926107,-0.10813734693499594,3.0943770995503614,0.6430164289061369,0.8218950615014555
2010-12-03,0.8852607589483704,0.5782165011585794,0.9139749354619523,2.991849883309973,1.0990468028268037,2.7748987543996377,1.110764231955374,3.185717304713895,0.5553768132986278,0.7775309003748565,0.5978316147308964,0.8947462842982501,-0.015876059102337452,3.1620194148031238,0.7831401215206525,0.6470587422506905
2010-12-06,0.9027934553202088,3.00599359745735,0.9576889240733701,2.316995848535271,1.1415703627364915,1.9336801923147173,1.1960874708622296,3.2361196668056147,0.5423289637399052,1.2682757346242026,0.5576137428486068,2.171238911176437,0.0021914921880892765,1.7571601008572235,0.7957833378601603,-0.22014608628663682
2010-12-07,0.8088402701760508,0.9234704079443335,0.831902189621198,2.9079849261603945,1.010739129333768,2.229191978418342,1.0766422311533126,2.3280678026398687,0.5278156051009983,1.5544239491077516,0.5464534739826721,2.094696872017517,0.03364349583267805,3.2019700409301084,0.7459727185053122,0.5669301329323708
2010-12-08,0.7392949776552731,0.930805030538347,0.745301979425428,0.6407685607833348,0.8364881437424435,1.2727948140350656,0.963626880927783,0.9350503657446875,0.5210417228912035,0.47448161746140904,0.5531298965071754,2.0898482147530553,0.035514838917591315,0.44974405199937045,0.5672746913188474,3.2071559887417047
2010-12-09,0.5922878019819254,2.6982176934160473,0.6156247207698845,2.4792270181377614,0.71981822874147,0.2753793347253609,0.8276010951916833,0.621053044916962,0.5140125342276978,0.8386739070891224,0.5212196980458017,0.6634835208046446,0.0068576323135093814,3.186069144259446,0.7173833092155028,1.4884241975967933
2010-12-10,0.5710736386431726,0.8335609372799673,0.6551064561644147,1.2533720868269156,0.7008903948907975,0.32908621463231463,0.734157448707929,1.341494005279782,0.541123409616079,1.068458774774213,0.5815880553903291,1.2120377708169396,0.015089674130951981,3.163446684880729,0.7393085896237375,2.2202207318652913
2010-12-13,0.6161848442585105,2.7181212102565,0.7307148206349539,1.9487967915024673,0.7174678833320723,2.7269162869131476,0.7270029481796407,2.278896790936961,0.542257273901283,1.0192442611340258,0.5427793976048918,0.7815706069711551,0.01887212067947519,0.2530035930057118,0.718010812513464,0.5783591211349788
2010-12-14,0.6086100373650666,2.1985299774013254,0.6793394527644789,0.4450397267738282,0.7080752535973509,2.8464268145603078,0.7133048934827562,0.5607903885814638,0.5332095184332956,-0.05455174633623572,0.5905928520424509,1.2864899968636105,0.023602693415961513,1.2364523438363118,0.7789763075676964,2.8460871596561637
2010-12-15,0.566505132048074,0.8763454266947457,0.6114046203763339,1.1434620638526332,0.6800426746443471,2.815576999081033,0.6875423434094837,2.52910870634895,0.49970098143497865,2.1052110292476156,0.5697102113518167,1.3994860344245232,0.019050633676985836,0.10481364640134888,0.6806307555487972,0.3164320691804187
2010-12-16,0.5550368541059169,0.9111837354402025,0.5587595264392948,0.8266464938864801,0.6723047725368487,0.7420972016049393,0.7510713083847673,2.8043588185098534,0.5002851049892769,0.32896447332621714,0.5388404199548923,2.106336565442399,0.0279448985240905,1.6691736573532054,0.6994240144171904,2.4924896929603606
2010-12-17,0.4898996468512869,2.584095398014935,0.5082949622204245,2.584095398014935,0.6216557334867324,1.0811157069321686,0.6414018760578446,1.7295369154020097,0.4695912133427633,1.3217250823411066,0.5276973212620996,0.3272664940176986,0.0271718155660517,3.1478318451928198,0.5656147018989909,0.16065389145434347
2010-12-20,0.45584583750557345,2.1056512603708804,0.5370635341933636,0.836830082392654,0.6027008755425912,0.6459006751888758,0.7472580873441754,2.2925057681476853,0.4280019850396506,2.03891621731887,0.4984357401676539,1.222647703284536,0.04300019025036983,1.1878331724158622,0.7089746626323385,2.8565635475610516
2010-12-21,0.46443711018142003,2.5461177151951992,0.5146149226409465,1.6796304369718276,0.5785544433563242,0.5027718734398584,0.6122012501376987,0.6964263148103391,0.42003252060213425,1.146761807956828,0.48020453732040214,1.6797268272425545,0.025412353086750782,0.512507574723279,0.6912821994057646,0.6009048490269939
2010-12-22,0.4277349672410295,2.5170849973336678,0.7619482881434299,1.0520691425260116,0.5346679080699804,2.5926126655848285,0.5732959406473087,1.7666552106927806,0.40636167179594584,2.0098471881880418,0.4108367498577195,1.2449510354520315,0.031164345937217567,0.26639415808797984,0.6431369223955845,0.32408432414582244
2010-12-24,0.41052534732830825,0.29573116616443396,0.494343654951029,2.501077405139079,0.48394170303229067,2.6041798153202653,0.5607321782884739,0.30893010183853375,0.4265861599437369,1.0960235787196468,0.4306372452538211,2.03404319018642,0.02926446827082539,2.2266537777871256,0.6585137190919975,2.0141646578656434
2010-12-27,0.33813617558422393,0.885519183792313,0.3739433833192617,1.1093304043493442,0.46213758810810757,2.582011553504562,0.5181835163714701,2.4619259993208598,0.23182085243772715,1.8337001780276214,0.2319302704015994,1.089104092089253,0.060527492600805734,2.7715776860209993,0.5480769008829556,1.1349157319947134
2010-12-28,0.3036330141789777,1.0781308173897746,0.35001171752315885,1.8911282214009242,0.4247764851161905,2.5415147973131806,0.4395397673391445,0.6386767472929993,0.21722595828123903,0.5777137367397212,0.2322302148635087,1.269682335942683,0.05516992033418626,3.132937635649892,0.6696053459424057,0.9802293824442315
2010-12-29,0.2813787584501829,2.367110661933963,0.2944153659519674,2.367110661933963,0.4028985516834819,2.263168213588353,0.43302472613022835,0.6212976545397291,0.21006164499191599,0.6326919683976842,0.2433402366318279,0.8086465676410913,0.05619570504823608,3.140623473733495,0.6454857671906866,1.820075767344384
